A_AA,A_AC,A_AG,A_AT,A_CA,A_CC,A_CG,A_CT,A_GA,A_GC,A_GG,A_GT,A_TA,A_TC,A_TG,A_TT,C_AA,C_AC,C_AG,C_AT,C_CA,C_CC,C_CG,C_CT,C_GA,C_GC,C_GG,C_GT,C_TA,C_TC,C_TG,C_TT,G_AA,G_AC,G_AG,G_AT,G_CA,G_CC,G_CG,G_CT,G_GA,G_GC,G_GG,G_GT,G_TA,G_TC,G_TG,G_TT,T_AA,T_AC,T_AG,T_AT,T_CA,T_CC,T_CG,T_CT,T_GA,T_GC,T_GG,T_GT,T_TA,T_TC,T_TG,T_TT,k-tsallis12.3,k-tsallis22.3,k-tsallis32.3,k-tsallis42.3,k-tsallis52.3
0,1,1,0,1,2,0,1,1,0,3,1,0,1,1,1,0,0,1,1,2,1,4,1,0,0,1,2,0,2,2,1,1,1,2,0,2,1,0,0,1,2,2,3,2,3,1,0,1,2,3,0,1,0,0,1,1,1,1,3,1,0,0,0,0.6355855166647341,0.7414851564017639,0.7605713261101459,0.7653046987172717,0.765629141626766
0,0,1,0,2,0,1,1,0,2,0,0,0,1,1,2,0,2,1,0,2,2,1,1,0,1,2,2,0,0,3,0,2,1,2,0,1,0,1,1,0,1,2,4,1,3,3,1,0,1,1,1,0,0,2,1,2,2,2,3,2,1,0,0,0.6320594588879002,0.7411513743157224,0.7613463626604287,0.7655169650582095,0.7661007080261943
0,0,1,0,1,0,3,0,0,1,1,1,0,1,1,2,0,0,1,4,1,2,0,0,1,1,2,1,0,0,2,1,1,0,2,0,2,0,0,2,2,1,1,2,0,3,4,2,2,1,1,0,2,1,0,1,0,4,2,2,1,1,1,0,0.6345965093354824,0.741996567015108,0.7609108257874954,0.7650035669024841,0.7655700351535792
0,0,0,1,1,2,2,1,1,0,0,3,0,1,0,0,1,0,0,0,2,1,2,0,0,2,3,1,0,1,3,1,0,0,6,2,1,0,1,1,2,4,0,0,1,1,2,3,1,0,0,1,1,1,0,2,0,3,3,1,1,2,1,0,0.6319035014930622,0.7420555025497099,0.7606015184043894,0.7636673998634194,0.7652602659803469
0,0,2,2,1,1,0,1,1,0,2,1,0,3,2,2,1,0,1,1,1,4,0,2,3,1,2,0,0,2,1,0,2,0,3,2,1,0,1,2,2,0,3,4,0,3,2,2,2,1,1,0,0,2,4,0,3,2,0,1,0,2,1,0,0.6365868197248448,0.7405057433939762,0.7618034914838973,0.7652453230423445,0.7665954675529403
0,0,1,0,1,3,1,1,0,0,1,0,1,2,1,0,0,0,2,1,1,2,1,2,1,0,2,2,1,1,0,1,0,1,1,1,1,2,0,1,1,2,1,2,1,4,2,2,2,2,0,1,0,0,3,0,2,1,3,2,0,0,0,1,0.6356739632682616,0.7427598223528115,0.760211836933566,0.7650393622809641,0.7657663401085949
0,1,3,1,0,2,2,1,0,1,1,1,0,3,1,0,2,0,0,1,1,5,1,2,2,2,1,2,0,2,0,0,1,0,3,2,4,0,0,1,1,1,6,2,1,1,3,2,1,1,0,1,0,1,2,0,3,1,1,1,0,2,2,1,0.633167454938452,0.7429565073966823,0.7614362044730161,0.7652099918013908,0.766226549092539
1,1,1,0,0,3,1,1,0,1,1,2,0,1,1,0,3,0,1,0,0,4,1,0,1,3,3,1,0,1,0,2,2,0,1,2,3,0,2,1,0,1,3,1,1,2,1,1,0,1,1,0,1,2,2,0,1,1,0,1,1,0,1,0,0.631422402984404,0.7403701268499835,0.761133308404485,0.7654919431449372,0.7659787028319887
0,0,2,1,2,0,1,1,0,1,0,1,0,1,1,2,0,1,2,0,2,1,1,1,0,0,1,2,1,1,1,1,0,2,0,1,2,2,1,0,0,1,3,3,1,3,3,2,0,2,2,0,1,0,1,0,3,1,2,4,0,1,1,0,0.6349668846088821,0.7389055638193677,0.7599935598650759,0.7649411211545335,0.7656453145971409
2,1,0,0,0,1,1,1,0,1,1,3,0,1,0,2,2,0,2,0,1,2,0,2,1,0,3,1,1,1,1,0,0,1,2,0,0,1,2,1,0,3,2,1,1,4,2,1,1,0,2,1,4,0,0,1,1,0,2,2,0,2,0,1,0.636252129470209,0.7417662056288625,0.7604752889145621,0.7651319164414154,0.7658353715898868
0,0,2,0,0,1,1,2,0,0,0,2,1,3,0,2,2,0,1,0,3,1,0,0,0,2,2,0,1,1,1,1,1,2,2,1,0,1,2,0,1,1,1,4,1,2,3,1,0,1,1,1,0,1,3,2,3,2,1,2,1,0,0,0,0.6352417076639792,0.7444992218882229,0.7622475944205113,0.7653452342124085,0.766030363213935
0,0,1,0,0,3,2,1,0,0,1,0,2,3,0,1,2,3,1,0,1,0,1,1,1,1,4,1,0,0,0,1,0,0,1,2,0,1,2,2,1,1,0,3,2,3,0,2,2,2,0,0,0,2,3,0,2,1,1,1,1,0,0,2,0.6397312630488696,0.7414966722079513,0.7605504511503648,0.7651720304991179,0.7659035385904237
0,0,2,0,0,1,4,1,0,0,0,1,1,2,0,2,1,0,0,2,3,2,0,2,1,4,0,2,0,0,0,0,1,1,2,2,1,0,0,0,2,2,3,0,2,4,2,1,0,0,3,0,0,0,3,1,2,2,1,1,0,1,0,1,0.6367942995598781,0.742144309564294,0.761222132912823,0.7652602659803469,0.7661007080261943
0,0,1,0,1,2,1,1,1,0,2,1,0,2,1,0,1,0,3,2,1,0,1,0,1,1,2,1,0,2,1,0,0,0,2,1,0,1,1,1,0,1,3,2,2,3,2,2,2,1,0,0,1,0,2,2,4,1,1,2,0,0,0,2,0.634053462966985,0.7418983403092259,0.7603939237620725,0.764308904551359,0.7657663401085949
1,0,1,0,0,1,1,1,1,0,3,2,1,1,0,0,0,0,2,1,2,2,0,2,1,0,3,0,0,0,2,0,0,1,0,1,0,4,0,1,1,3,2,2,3,3,3,2,0,0,5,1,1,1,1,0,2,2,0,2,0,0,0,1,0.6306424406314823,0.7393238047464155,0.7604348744778898,0.7650967747171974,0.7659020136750037
0,0,1,0,1,1,1,0,0,0,1,1,0,1,2,3,0,0,1,1,0,3,2,1,1,2,1,4,0,1,1,0,1,2,2,0,2,3,1,1,1,2,2,1,1,2,1,2,1,1,2,0,1,1,2,0,2,1,1,2,1,1,0,0,0.6289416977834072,0.7413859198578129,0.7610827066993565,0.7650967747171974,0.7661587127528664
1,2,1,2,1,0,0,1,1,1,0,2,1,2,1,1,0,1,2,0,1,2,1,0,2,1,1,2,1,0,1,0,1,0,3,1,1,1,2,1,0,0,4,3,1,2,0,2,4,0,0,0,0,1,1,1,2,1,2,0,1,0,3,4,0.6380224453351155,0.7457159596653573,0.7624670750615029,0.765080354483662,0.766033963582167
1,0,0,0,0,0,1,2,0,1,0,2,0,2,2,1,1,0,2,1,2,1,1,0,0,2,2,1,0,3,1,0,1,1,1,1,1,2,2,0,0,0,3,4,1,1,2,2,0,0,2,1,1,3,1,0,3,1,1,2,1,1,0,0,0.6333701764839387,0.7418920981087893,0.761278402047568,0.7653046987172717,0.7659035385904237
1,0,3,0,0,0,3,0,3,1,2,1,0,1,1,0,1,2,2,0,0,3,0,4,1,1,0,2,1,3,1,1,1,0,1,0,0,2,3,2,1,2,5,2,1,1,1,5,2,1,2,0,0,3,1,2,2,2,0,0,1,2,0,0,0.6338490462054173,0.740632469938017,0.760833166030515,0.7652666687596859,0.766421979254255
0,1,1,0,1,1,2,0,0,0,3,0,2,1,2,1,1,0,1,1,3,1,1,2,1,0,1,2,0,2,0,1,1,2,2,2,1,1,1,0,1,2,2,1,1,2,0,2,0,2,1,0,2,1,1,1,1,3,0,2,0,1,0,0,0.6385512543007037,0.743256914054838,0.7609088360307513,0.7650393622809641,0.7660407370722525
0,0,2,0,1,0,1,3,0,0,2,0,0,1,2,1,0,0,2,2,2,2,0,1,0,2,0,2,1,1,0,1,0,1,1,1,2,2,0,1,0,3,5,1,2,3,1,2,1,0,3,0,0,0,2,0,3,3,1,1,1,0,0,0,0.6324122826658756,0.7391994981285026,0.7601269550069565,0.7650994505284443,0.7657027033717331
1,0,1,0,2,0,1,1,0,0,0,1,0,3,0,2,1,0,2,0,1,1,2,2,0,0,1,3,1,2,1,0,0,2,2,0,1,1,3,1,0,1,3,5,1,2,1,1,0,1,2,0,0,2,1,0,3,3,0,2,1,2,1,0,0.6307236553344248,0.7368503747479435,0.7590807627852887,0.764554594782369,0.766090612698042
0,0,0,3,2,1,0,1,1,0,3,1,0,2,4,0,2,0,2,1,0,1,1,1,1,1,2,1,0,1,2,0,1,1,2,1,0,3,0,2,1,4,2,3,2,1,3,2,4,1,0,0,1,2,1,2,2,0,2,2,1,1,1,1,0.6367793231994668,0.7413888818917899,0.7620941443379573,0.7659631134293002,0.7665954675529403
0,0,0,2,0,2,1,1,0,3,1,0,0,2,2,0,1,2,2,1,0,1,2,2,2,3,2,2,1,0,0,0,1,1,0,0,0,3,2,3,0,2,4,1,2,3,3,2,3,0,0,1,2,1,3,0,1,1,2,1,1,0,0,0,0.6304891765621212,0.740506350281957,0.7613733896725042,0.7653423542192455,0.7659614431816446
1,0,1,1,0,1,0,3,0,1,1,1,0,2,3,1,1,0,1,0,3,1,1,1,0,4,2,1,2,0,0,0,2,0,1,0,0,1,0,0,0,0,1,3,1,2,4,2,3,2,0,3,1,2,2,1,1,0,1,1,1,0,0,0,0.6420623094864598,0.744737044023011,0.761257130670964,0.7649066940628103,0.765629141626766
2,1,1,0,0,0,4,0,0,2,0,0,0,1,2,3,1,0,1,2,2,3,1,0,0,0,2,1,1,1,1,0,3,0,1,0,0,0,1,2,4,0,1,4,0,3,0,1,1,1,1,2,0,0,1,1,2,2,1,1,1,1,2,1,0.6405543735509781,0.7447638387177322,0.7617649870058566,0.7650653509021391,0.766030363213935
1,0,1,1,1,3,0,1,0,1,2,3,2,2,0,0,2,0,1,0,5,1,1,0,1,1,2,2,1,0,1,0,0,1,4,0,0,1,1,3,1,2,1,0,1,4,0,2,1,0,5,1,1,1,0,0,1,2,1,0,0,0,0,0,0.6362182670245476,0.7369789666201434,0.7599283111854824,0.7641643188538417,0.7652602659803469
2,1,1,0,1,2,0,0,0,2,2,1,1,1,3,0,2,0,0,0,1,3,0,3,1,2,1,0,1,1,1,1,1,1,3,2,1,0,1,2,1,0,1,1,1,2,0,1,2,0,0,2,2,2,0,1,1,2,1,1,0,0,2,1,0.6419643780376239,0.7431554155421841,0.7619881000018028,0.7653886155192782,0.7659680398080405
1,1,1,2,1,1,1,2,1,0,2,0,0,2,2,1,4,0,0,0,1,2,0,1,1,0,0,3,0,1,1,1,1,0,0,1,0,1,1,2,1,0,2,2,2,3,1,0,1,2,2,2,2,1,0,0,1,1,1,1,1,2,1,0,0.6420623094864598,0.7427546475192752,0.7621458970200697,0.7657027033717331,0.7660407370722525
0,0,0,0,0,2,1,1,1,0,2,1,0,2,0,1,2,0,1,0,2,0,1,2,0,2,3,1,0,2,1,1,0,2,3,2,1,1,3,0,2,3,2,0,1,2,2,2,0,0,0,1,1,1,3,0,1,2,2,3,0,0,1,0,0.6243047662202126,0.7395932761150737,0.7616751189804721,0.7648168914069279,0.7657736641360723
2,0,2,1,1,0,1,2,0,0,0,3,0,4,2,2,1,2,1,1,0,0,1,2,1,0,0,1,2,1,0,0,3,0,1,0,0,2,0,0,1,0,0,3,0,2,0,3,2,1,0,2,0,2,1,2,2,0,3,0,4,0,1,2,0.634142594001571,0.74139472413245,0.7616751189804721,0.7653452342124085,0.766030363213935
1,2,0,2,1,0,0,0,0,1,0,1,0,2,3,2,2,2,2,0,3,3,2,2,0,1,0,1,0,2,1,0,1,1,1,0,0,1,5,3,3,2,3,2,1,2,0,1,1,0,0,0,0,0,3,0,2,4,2,2,0,1,1,0,0.6329834524235189,0.7424211692491964,0.7604071690662081,0.7650016505421846,0.7658613735689888
0,0,1,2,0,2,0,1,0,2,0,1,0,2,1,1,2,0,1,1,0,2,2,1,1,2,1,2,1,1,0,2,2,1,1,0,2,1,4,0,0,1,1,2,1,2,1,2,3,0,0,0,2,2,1,0,0,1,4,1,0,1,1,1,0.6375435614564873,0.7409587688344847,0.7608924784413068,0.7648483152219863,0.7656453145971409
0,1,0,1,0,0,0,0,0,1,0,3,0,1,2,3,0,0,3,0,0,2,2,1,2,1,0,1,0,1,1,1,1,1,2,1,0,1,3,2,1,1,4,3,2,2,1,2,0,0,1,1,0,1,2,1,4,1,3,2,2,2,2,1,0.627226843577156,0.7415613859990184,0.7616545458412837,0.7656612343436773,0.766413629881595
0,0,1,0,2,2,0,1,0,0,2,1,1,1,1,0,1,2,2,0,1,1,2,1,1,0,1,2,1,1,2,0,0,3,1,1,0,2,1,3,0,2,4,2,1,2,1,2,0,0,1,0,0,1,2,1,3,3,1,1,1,1,0,0,0.6260900645302451,0.7413255581048391,0.7612533696625321,0.7652210044648029,0.7661587127528664
0,0,0,0,0,2,1,1,0,3,1,1,0,1,0,0,2,0,2,0,1,4,0,0,1,1,3,1,0,3,1,1,1,1,1,2,3,2,2,0,0,1,3,1,1,2,0,3,0,0,1,0,1,1,3,1,1,1,2,2,0,0,1,1,0.6263627104327057,0.7375910840329637,0.7605291797737609,0.7650393622809641,0.7659035385904237
1,1,3,3,1,2,2,0,2,1,3,0,0,2,1,0,2,1,2,1,0,1,1,4,5,0,0,1,0,1,1,0,2,1,1,1,0,2,3,2,3,1,3,1,0,3,3,2,2,0,0,1,1,1,1,0,2,2,2,0,0,3,0,1,0.637550846546173,0.7382590409124284,0.760766670483424,0.7651237409605273,0.7660603690689199
0,0,2,2,2,1,0,1,0,0,1,1,0,2,0,0,1,0,1,0,1,2,1,1,1,0,4,2,1,1,1,0,0,2,1,1,1,0,1,0,1,3,3,3,1,4,1,3,1,0,1,0,1,2,2,2,1,1,2,0,0,1,1,0,0.627313991398368,0.7379729099234235,0.7593007503009186,0.764971100989513,0.7659680398080405
0,0,2,1,1,2,3,1,0,1,0,1,0,2,0,1,0,4,1,0,0,2,0,1,3,0,0,1,0,2,0,1,0,0,1,2,1,0,0,1,2,0,2,1,0,3,2,4,2,0,0,2,2,1,1,1,1,1,3,1,3,0,1,1,0.6396970135362968,0.7444337944650739,0.7611072728643019,0.7646819359986791,0.7657027033717331
2,0,2,1,0,2,1,0,2,1,1,1,0,0,1,1,2,1,1,1,0,3,1,2,1,1,1,1,0,1,1,0,1,1,3,0,1,1,0,1,2,0,2,2,0,4,1,3,0,0,0,0,2,1,2,1,1,2,1,1,1,1,1,1,0.6388093149583419,0.7439659577404187,0.7614077447779176,0.7651319164414154,0.7661007080261943
0,0,0,0,0,1,2,2,0,0,1,0,1,1,0,0,1,1,0,0,2,2,1,2,0,3,1,0,1,0,3,1,0,1,4,1,0,0,3,0,0,3,5,4,2,3,1,2,0,0,0,0,0,2,2,0,1,2,5,3,0,0,0,0,0.609226046918538,0.7325804866831455,0.7567775138969016,0.7636359760483611,0.7651319164414154
0,0,0,0,1,2,0,0,0,1,1,1,0,3,3,0,1,1,1,2,0,2,1,0,0,0,3,3,1,0,0,2,0,0,2,1,2,0,3,0,1,1,3,1,1,3,0,4,2,0,1,1,2,2,2,0,1,3,0,3,0,0,1,0,0.6332554740694376,0.7402535815192121,0.7607551722248315,0.7647468678246214,0.7655700351535792
0,1,1,0,0,1,0,1,2,1,3,0,2,2,2,1,2,0,4,1,1,1,0,2,0,0,2,2,0,0,1,0,1,2,2,1,2,3,0,1,0,0,4,3,1,2,0,1,0,0,2,0,1,0,1,1,3,1,2,1,2,0,0,0,0.6337542625992382,0.7381357462064927,0.7603040851968672,0.7649411211545335,0.7657736641360723
0,1,1,0,0,0,1,1,1,2,2,0,0,2,0,1,1,1,2,1,1,5,1,2,1,0,2,0,1,3,1,2,0,1,1,2,1,2,2,2,2,0,5,1,0,0,0,1,0,1,0,0,1,3,1,0,2,0,2,1,1,1,0,0,0.6291508140716825,0.7350543811326324,0.7586558419791024,0.7644252369208163,0.7659680398080405
0,1,0,1,0,0,0,1,1,1,1,2,0,2,3,2,0,0,4,0,1,0,2,1,2,2,6,0,0,1,0,0,3,2,1,1,0,2,2,1,0,1,2,3,2,3,0,4,1,0,1,0,2,3,3,1,2,1,1,2,1,1,0,0,0.6338725146197662,0.7432550395077145,0.7600598464269887,0.7645097785044052,0.7655858948841863
1,0,2,1,2,2,1,1,1,1,0,1,0,3,0,1,3,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,2,0,2,2,0,1,1,6,1,0,2,1,2,2,0,1,1,0,4,2,2,0,2,1,0.6390402647387304,0.7427513451929716,0.762250308898929,0.7647951889298525,0.7659663829504364
1,1,1,0,1,1,3,2,2,0,0,1,1,0,0,1,1,1,0,0,1,3,1,0,2,0,3,3,0,1,2,0,1,1,5,1,0,1,2,1,0,1,3,0,2,3,1,1,1,0,1,0,0,0,0,0,2,2,3,3,0,0,1,1,0.6306424406314823,0.7409045346609063,0.7613341646003233,0.7650653509021391,0.7659020136750037
0,0,0,1,2,2,0,1,0,1,1,1,0,3,2,0,1,0,1,1,2,0,0,0,1,2,1,2,0,3,1,0,1,0,1,2,1,0,0,2,1,1,2,4,1,1,2,1,1,0,3,2,2,2,1,0,0,0,1,2,1,1,3,0,0.6379916083170983,0.7376589421604651,0.7596825597610402,0.7646077993070848,0.7659035385904237
0,1,0,0,0,1,0,0,0,1,1,2,0,1,1,2,0,0,2,1,1,1,3,0,2,1,0,0,0,1,2,3,1,1,0,3,1,0,2,3,1,2,6,4,1,1,1,2,0,0,1,0,0,1,4,0,2,5,1,1,1,1,4,0,0.6212271205467882,0.7381270307991169,0.7613574760395182,0.7654610951183658,0.7661043779707704
1,1,0,2,4,0,0,2,0,0,3,1,0,2,2,1,1,0,1,1,1,1,1,1,1,2,1,1,1,2,2,0,2,1,2,1,1,1,0,2,1,1,0,0,0,2,2,1,3,0,2,1,1,1,0,0,1,2,1,2,0,1,0,1,0.6419643780376239,0.7420463168895618,0.7615020162230924,0.7655169650582095,0.7659680398080405
0,2,1,0,0,1,2,0,0,0,1,2,0,1,2,1,0,0,2,0,1,1,1,3,2,0,2,3,1,1,2,0,3,0,0,0,1,3,2,0,1,0,1,4,0,3,0,2,0,2,2,1,1,0,1,1,2,2,1,0,1,1,1,2,0.637822880083384,0.7435842346012124,0.7621776632362034,0.7649725449695918,0.7656453145971409
0,3,0,0,0,1,2,0,0,3,0,2,0,3,0,0,1,0,5,0,0,0,1,1,3,0,2,3,1,1,0,0,0,0,2,0,3,4,1,1,1,0,2,2,0,2,1,3,3,0,1,0,3,1,0,1,0,1,0,2,0,1,3,0,0.6372312350880239,0.7390818134624982,0.7589150254969717,0.763459733882351,0.7650994505284443
1,1,2,0,1,0,0,1,0,0,0,2,3,2,1,2,0,0,0,1,2,0,0,2,0,1,1,0,3,0,2,2,1,0,2,2,0,0,0,0,0,1,0,1,1,2,0,2,1,3,1,1,0,1,2,4,2,1,1,2,1,1,0,0,0.6319322928630616,0.7418705870862565,0.7604284306982061,0.7648327899659707,0.7657077587644614
1,2,2,2,2,2,0,0,1,0,0,1,3,2,1,1,0,0,1,1,2,0,0,2,1,2,2,0,2,0,2,1,2,0,2,2,0,0,0,0,0,1,0,1,1,2,0,2,3,2,0,0,1,1,2,4,2,1,0,2,0,0,2,0,0.6354016365000722,0.7452287904051107,0.7621231649611203,0.7656453145971409,0.7659680398080405
0,0,2,1,0,1,0,2,1,2,4,0,1,1,3,0,1,1,1,2,0,1,1,0,2,2,2,1,0,3,0,0,3,2,2,1,2,0,1,1,0,0,1,3,1,2,3,3,1,1,0,0,1,2,2,4,3,0,1,1,1,1,0,1,0.6395958013709405,0.74527157471469,0.7626120821530646,0.7657985932894753,0.7664113356966797
0,0,1,0,2,2,0,1,1,0,0,1,0,2,1,4,1,1,0,1,2,0,1,0,0,1,1,2,0,0,1,2,0,1,3,1,0,1,2,1,0,1,0,1,2,4,2,1,2,1,2,1,1,0,1,1,3,2,2,3,1,0,0,1,0.6393989674794714,0.7443555264670485,0.7611072728643019,0.7650035669024841,0.7655700351535792
1,0,1,0,2,0,1,1,0,1,2,1,0,3,1,0,0,1,3,0,2,0,0,3,0,1,2,1,1,0,1,2,1,0,1,0,0,4,2,1,1,2,1,0,1,3,1,3,1,0,3,2,2,0,0,0,1,3,1,3,1,0,0,0,0.6385356044030994,0.7411418726520015,0.7615226048264387,0.7647144019116502,0.7658353715898868
0,0,2,1,1,1,1,2,0,0,2,1,0,1,0,2,1,0,0,1,2,1,0,1,1,3,0,2,1,0,1,1,1,1,2,1,1,0,1,1,1,2,1,1,3,3,3,0,0,0,4,1,0,1,1,0,2,1,3,2,1,1,1,0,0.6376303055412157,0.7435195740994226,0.7620303590285731,0.7653886155192782,0.7657027033717331
1,0,1,0,2,0,1,1,0,1,1,1,0,3,1,0,0,1,2,0,2,1,0,3,0,1,3,1,2,0,1,1,0,0,2,0,0,4,2,1,1,2,2,0,1,3,1,3,1,0,3,2,2,0,0,0,1,3,1,3,0,0,0,0,0.6354016365000722,0.7401549819979066,0.7610664793501591,0.7645860523727189,0.7655700351535792
0,0,1,0,3,0,0,2,0,0,0,2,2,3,1,3,0,2,1,1,1,1,0,0,2,1,1,4,1,0,1,0,2,0,4,0,1,0,2,2,0,1,0,0,2,3,0,1,0,2,3,1,0,1,2,0,2,1,3,2,1,0,0,0,0.6416761804935819,0.7421678504120374,0.7593543031306796,0.7639539851014758,0.7651720304991179
1,0,1,0,0,1,1,0,1,0,1,1,0,4,2,1,0,0,2,0,0,0,0,2,2,1,1,6,1,1,0,0,0,2,2,1,2,1,2,1,0,0,2,1,2,2,0,1,1,1,2,1,2,0,2,1,2,0,1,2,1,1,2,1,0.6376851114329625,0.738689945862784,0.7599877396232242,0.7648427514505816,0.7659680398080405
0,0,2,0,1,1,1,2,1,0,1,2,0,2,0,1,2,2,0,0,2,1,0,1,0,2,2,1,1,1,2,2,1,0,2,2,0,3,3,0,0,5,1,0,1,2,1,1,0,0,3,0,1,0,1,2,3,1,2,1,1,0,0,0,0.6327693740739117,0.742936624040513,0.7627487195565549,0.7655936937076196,0.766030363213935
1,1,1,0,0,0,1,2,2,1,2,0,0,1,1,1,1,0,3,3,1,1,1,2,0,1,1,0,1,2,0,1,0,1,2,0,0,1,1,0,1,2,2,2,1,3,0,3,1,0,0,0,1,4,3,0,2,1,0,2,2,0,0,0,0.6386578596114235,0.7437420782198914,0.7609059626350994,0.764805950735793,0.7656947947508786
0,0,2,1,1,0,2,1,0,1,1,2,1,2,1,1,1,1,0,2,2,1,0,0,1,2,0,1,3,0,0,1,1,0,4,1,0,0,2,1,1,2,0,0,2,3,1,1,0,0,1,2,0,0,3,1,2,1,3,3,1,1,0,1,0.6402494604496084,0.742019093675796,0.7614077447779176,0.7655169650582095,0.7659680398080405
1,0,2,1,2,2,0,1,1,0,1,2,0,2,1,1,1,1,0,0,4,0,1,1,0,0,1,2,3,2,0,0,0,1,2,1,1,0,1,1,0,1,1,1,2,3,2,2,0,2,2,3,0,1,2,0,2,2,2,2,0,0,0,0,0.6419371385740921,0.7437416178401209,0.761524392858373,0.7653452342124085,0.7659020136750037
0,0,1,1,1,1,1,0,0,0,3,1,0,1,0,2,0,1,1,0,3,2,0,2,1,1,1,2,0,0,1,1,1,1,1,1,0,1,0,2,1,2,1,2,4,3,3,0,0,0,4,1,0,1,1,0,2,1,3,2,0,1,2,0,0.6347679167446296,0.7427530962829573,0.7608943876085639,0.764971100989513,0.7657027033717331
0,0,2,0,0,3,0,1,0,0,0,0,1,2,1,2,1,1,1,2,2,0,0,1,0,0,1,2,0,0,2,1,0,0,1,2,1,1,1,1,1,1,2,1,2,2,2,3,0,0,2,1,1,2,1,0,3,3,2,4,1,1,1,0,0.6351946532027563,0.7422325261109354,0.7611592852827065,0.7651319164414154,0.7658353715898868
1,0,2,1,1,1,0,1,0,0,1,0,0,4,1,0,0,0,1,1,1,1,2,0,2,0,4,3,0,0,2,1,1,0,2,2,0,3,1,0,1,2,1,2,2,2,0,3,1,0,1,0,0,2,3,1,3,1,2,1,0,1,0,0,0.6342056213185346,0.7407114299514066,0.7607345836214852,0.7652602659803469,0.7661007080261943
0,0,2,0,1,0,0,2,1,0,1,1,1,1,0,2,1,1,3,0,1,0,4,0,0,1,2,1,0,0,1,2,1,1,1,1,1,1,2,1,2,1,2,3,1,4,1,1,0,0,1,0,0,3,1,0,2,3,2,2,0,2,0,0,0.6299825611672151,0.7406355692551588,0.7614077447779176,0.7653886155192782,0.7658353715898868
0,0,2,1,2,0,1,2,0,1,1,0,0,1,1,2,1,1,1,1,1,2,0,0,0,0,0,1,1,0,2,3,0,2,0,0,1,1,1,0,0,1,3,3,1,4,3,2,1,1,2,1,2,0,1,0,4,1,3,4,0,0,0,0,0.6366515191010299,0.7428337408689377,0.7601134853926151,0.7648168914069279,0.7657736641360723
0,0,2,0,0,3,2,2,1,1,0,1,1,2,0,0,2,1,1,0,1,1,2,0,3,2,2,2,1,2,0,0,0,2,2,4,0,0,1,1,0,1,2,1,2,3,2,1,0,0,1,0,0,1,3,2,3,1,2,0,0,0,0,0,0.6350181104587768,0.7425458468616036,0.7609519174183339,0.765469463960014,0.7661587127528664
1,1,0,0,0,0,1,1,0,1,1,0,1,2,0,1,0,0,1,0,1,0,3,0,0,1,2,6,0,1,2,1,0,0,3,1,1,2,2,1,0,1,4,3,2,4,0,2,0,1,2,0,1,4,2,0,2,1,1,1,0,1,0,0,0.6217871856932973,0.7350328391751242,0.7588786664871524,0.7644442021641111,0.7661587127528664
0,0,1,1,2,0,0,2,0,1,1,0,0,2,0,1,0,2,1,0,1,2,1,1,1,0,0,3,1,1,2,1,0,2,1,0,1,2,2,0,0,1,4,3,1,3,3,2,0,1,2,0,1,0,2,0,3,1,4,3,0,0,0,0,0.6282875750652155,0.7399403938651565,0.7603345142452246,0.7648168914069279,0.7659020136750037
1,1,1,0,1,1,2,0,0,0,1,0,0,1,1,3,2,0,1,1,0,5,0,2,0,1,3,1,1,0,0,0,0,1,3,0,0,1,1,2,1,2,1,5,1,3,2,0,1,0,0,0,2,0,2,0,2,0,3,2,0,3,0,1,0.633400494153945,0.74046862239881,0.7610350555351009,0.7645860523727189,0.7655700351535792
1,1,1,2,0,2,5,1,0,1,2,0,1,2,0,0,2,2,0,0,0,3,1,4,4,1,5,1,0,1,0,0,2,2,4,0,1,1,1,2,2,2,4,2,0,2,2,1,2,0,0,0,1,3,0,0,1,0,1,0,1,3,0,0,0.6269861736480717,0.7365968778536948,0.7590229733210836,0.7644068185450695,0.766226549092539
1,0,0,0,0,1,1,2,1,2,1,0,1,1,1,0,1,0,1,2,1,0,2,1,1,4,2,0,1,3,0,1,0,0,0,2,1,1,0,2,0,1,2,1,1,1,4,2,0,1,1,3,1,5,2,0,1,1,0,1,1,0,0,1,0.6345871891843817,0.7409243209309703,0.7618354606526317,0.7649066940628103,0.7654919431449372
1,1,2,0,0,2,3,1,0,1,3,1,0,1,1,1,2,1,2,0,0,1,1,2,3,2,2,2,0,1,1,0,3,1,2,1,1,2,2,1,1,2,2,3,0,3,1,3,2,0,0,0,1,2,2,0,3,1,0,0,0,1,2,1,0.6318602108580413,0.7411571294889182,0.7605457306488567,0.7655703010609263,0.766506144444503
1,0,1,0,0,1,1,1,0,2,2,3,0,2,0,0,0,1,1,0,3,2,0,2,1,0,2,1,0,0,2,0,0,1,1,0,0,2,1,2,1,2,3,1,2,3,3,3,1,0,5,1,2,0,0,0,1,1,1,3,1,0,0,0,0.6340244115245555,0.7397126751083057,0.7599332061327035,0.7648168914069279,0.7655169650582095
0,0,0,0,1,1,2,2,0,0,0,1,1,1,2,0,1,1,2,0,2,1,1,2,1,2,1,1,0,1,1,0,1,1,4,1,0,1,3,0,2,2,2,2,1,2,0,4,0,0,0,0,0,0,1,1,1,3,5,2,0,2,1,0,0.6253943347871662,0.7405767576206412,0.7608116835035156,0.7648483152219863,0.7655169650582095
